Response,Prob,Predicted
0,0.00031426054,0
0,0.0007520205,0
0,0.00029428888,0
0,0.00041466596,0
0,0.19818449,0
0,0.00020790233,0
0,0.00011401634,0
0,0.0002349254,0
0,0.0005426301,0
0,0.00038466006,0
0,0.00025457257,0
0,0.25002468,1
0,0.0652182,0
0,0.00041858296,0
0,0.0003720291,0
0,0.00031228192,0
0,0.00036673932,0
0,0.00081840606,0
0,0.110176295,0
0,0.242286,1
0,0.00043468372,0
0,0.00036298175,0
0,0.14432946,0
0,0.19578801,0
1,0.10062054,0
0,0.00026474346,0
0,0.09613575,0
0,0.38503543,1
0,0.091482185,0
0,0.084486395,0
0,0.00041811436,0
1,0.28275767,1
0,0.00039215336,0
0,0.00024985804,0
0,0.0006263628,0
0,0.0850726,0
0,0.00011758112,0
1,0.25597534,1
0,0.063584015,0
0,0.00027703526,0
0,0.13429205,0
1,0.093341894,0
0,0.00052996597,0
0,0.35311836,1
0,0.16866004,0
0,0.0004913592,0
0,0.00030389597,0
1,0.10778651,0
0,0.00027065896,0
0,0.0003161622,0
0,0.001625046,0
0,0.03524722,0
0,0.0002538849,0
0,0.025768705,0
0,0.00042392756,0
1,0.17737518,0
0,0.11378943,0
0,0.001149507,0
0,0.2954998,1
0,0.00033721453,0
0,0.0001159472,0
0,0.00035934895,0
0,0.0002302348,0
0,0.00044892073,0
0,0.10037902,0
0,0.29238343,1
0,0.025184326,0
0,0.10718987,0
0,0.00031554396,0
0,0.00017303308,0
0,0.00071668887,0
0,0.000121245794,0
0,0.0006200635,0
0,0.0003837572,0
0,0.071912475,0
0,0.0028423094,0
0,0.18937564,0
0,0.2843386,1
0,0.00023106675,0
0,0.00025144822,0
0,0.0004995622,0
0,0.12285695,0
0,0.026804851,0
0,0.0006335431,0
1,0.17110445,0
1,0.5444086,1
0,0.54574907,1
0,0.0001946221,0
0,0.00033484984,0
1,0.4781019,1
0,0.00041776095,0
0,0.10279877,0
1,0.41012925,1
0,0.0006127035,0
0,0.00016625361,0
0,0.35627007,1
0,0.00019870567,0
1,0.3955892,1
0,0.016239205,0
0,0.00024729982,0
0,0.00053551607,0
0,0.00016691486,0
0,0.00019655899,0
0,0.00052426447,0
0,0.16923736,0
0,0.0004194737,0
0,0.04482986,0
0,0.00034085347,0
0,0.05481107,0
0,0.0003482513,0
0,0.00028300457,0
0,0.00032444388,0
0,0.2393894,0
0,9.752346e-05,0
0,0.00019721924,0
0,0.027570063,0
0,0.1995603,0
0,0.0024018635,0
0,0.00038859382,0
0,0.00032854604,0
0,0.008055794,0
0,0.00054292084,0
0,0.00024326277,0
0,0.00025293924,0
0,0.00040812444,0
0,0.42227417,1
0,0.41258574,1
0,0.039684363,0
0,0.00073073275,0
0,0.0002896901,0
0,0.00039968852,0
0,0.0002532882,0
0,0.00028723228,0
0,0.0004445301,0
0,0.00035989133,0
0,0.00029922725,0
0,0.0003996767,0
0,0.22945487,0
0,0.54496247,1
0,0.00024859555,0
0,0.0003968108,0
0,0.20712568,0
0,0.032561388,0
0,0.0002390294,0
0,0.0049148393,0
0,0.00072283467,0
0,0.03783721,0
0,0.39221898,1
0,0.20392166,0
1,0.22814116,0
1,0.30886966,1
0,0.06773314,0
0,0.0003554173,0
0,0.11162938,0
0,0.17464721,0
0,0.060919605,0
0,0.005713411,0
0,0.0024510487,0
0,0.25108925,1
0,0.00038657367,0
0,0.0006862002,0
1,0.55351996,1
0,0.00021521191,0
0,0.044156376,0
0,0.00022448658,0
0,0.00016137121,0
0,0.00020382636,0
0,0.06709258,0
0,0.15946704,0
0,0.0003494594,0
0,0.00048531053,0
0,0.00039541573,0
0,0.37275058,1
1,0.27526593,1
0,0.00040025267,0
0,0.4347184,1
0,0.00020373796,0
0,0.00032865317,0
0,0.15923393,0
0,0.1440235,0
0,0.00036744695,0
0,0.06412865,0
0,0.00038930238,0
0,0.00066782854,0
0,0.24144365,1
1,0.17588897,0
0,0.21699153,0
0,0.2202947,0
0,0.095704295,0
0,0.053585626,0
0,0.054295994,0
0,0.25305977,1
0,0.17200087,0
0,0.05433107,0
